!	{"ud.punct": 1.0}
"	{"ud.punct": 0.9951397326852977, "ud.sym": 0.004860267314702308}
diffusés	{"ud.verb": 1.0}
diffère	{"ud.verb": 1.0}
différence	{"ud.noun": 1.0}
différences	{"ud.noun": 1.0}
différent	{"ud.adj": 0.875, "ud.det": 0.125}
différente	{"ud.adj": 1.0}
différentes	{"ud.adj": 0.6739130434782609, "ud.det": 0.32608695652173914}
différents	{"ud.adj": 0.65625, "ud.det": 0.34375}
digimon	{"ud.noun": 0.3333333333333333, "ud.propn": 0.6666666666666666}
digne	{"ud.adj": 0.875, "ud.propn": 0.125}
dignité	{"ud.propn": 0.09090909090909091, "ud.noun": 0.9090909090909091}
dijon	{"ud.propn": 1.0}
dilemme	{"ud.noun": 1.0}
dimanche	{"ud.noun": 0.967741935483871, "ud.propn": 0.03225806451612903}
dimension	{"ud.noun": 0.8333333333333334, "ud.propn": 0.16666666666666666}
dimensions	{"ud.noun": 1.0}
diminuer	{"ud.verb": 1.0}
diminution	{"ud.noun": 1.0}
diminué	{"ud.verb": 1.0}
dina	{"ud.propn": 1.0}
diner	{"ud.verb": 0.6666666666666666, "ud.noun": 0.3333333333333333}
dingo	{"ud.propn": 1.0}
diocèse	{"ud.noun": 1.0}
diouf	{"ud.propn": 1.0}
dioxyde	{"ud.noun": 1.0}
diplomate	{"ud.noun": 1.0}
diplomatie	{"ud.noun": 1.0}
diplomatique	{"ud.adj": 1.0}
diplomatiques	{"ud.adj": 1.0}
diplôme	{"ud.noun": 1.0}
diplômé	{"ud.noun": 0.5454545454545454, "ud.verb": 0.18181818181818182, "ud.adj": 0.2727272727272727}
diplômés	{"ud.adj": 0.4, "ud.noun": 0.6}
dira	{"ud.verb": 1.0}
dire	{"ud.verb": 1.0}
direct	{"ud.adj": 0.4166666666666667, "ud.noun": 0.5, "ud.propn": 0.08333333333333333}
directe	{"ud.adj": 1.0}
directement	{"ud.adv": 1.0}
directeur	{"ud.noun": 0.9629629629629629, "ud.adj": 0.037037037037037035}
directeurs	{"ud.noun": 1.0}
direction	{"ud.noun": 0.9827586206896551, "ud.propn": 0.017241379310344827}
directrice	{"ud.noun": 1.0}
directs	{"ud.adj": 1.0}
dirige	{"ud.verb": 1.0}
dirigea	{"ud.verb": 1.0}
dirigeant	{"ud.noun": 0.625, "ud.verb": 0.375}
dirigeants	{"ud.noun": 1.0}
dirigent	{"ud.verb": 1.0}
diriger	{"ud.verb": 1.0}
dirigé	{"ud.verb": 1.0}
dirigée	{"ud.verb": 1.0}
dirigés	{"ud.verb": 1.0}
dirk	{"ud.propn": 1.0}
dis	{"ud.verb": 1.0}
disait	{"ud.verb": 1.0}
disant	{"ud.verb": 1.0}
disciples	{"ud.noun": 1.0}
discipline	{"ud.noun": 1.0}
disciplines	{"ud.noun": 1.0}
discours	{"ud.noun": 1.0}
discret	{"ud.adj": 1.0}
discrets	{"ud.adj": 1.0}
discrimination	{"ud.noun": 1.0}
discussion	{"ud.noun": 1.0}
discussions	{"ud.noun": 1.0}
discuter	{"ud.verb": 1.0}
disent	{"ud.verb": 1.0}
disney	{"ud.propn": 1.0}
disparaissent	{"ud.verb": 1.0}
disparait	{"ud.verb": 1.0}
disparaît	{"ud.verb": 1.0}
disparaître	{"ud.verb": 1.0}
disparition	{"ud.noun": 1.0}
disparu	{"ud.verb": 0.7777777777777778, "ud.noun": 0.05555555555555555, "ud.adj": 0.16666666666666666}
disparue	{"ud.adj": 1.0}
disparus	{"ud.adj": 0.5, "ud.noun": 0.3333333333333333, "ud.verb": 0.16666666666666666}
dispersion	{"ud.noun": 1.0}
disponibilité	{"ud.noun": 1.0}
disponible	{"ud.adj": 1.0}
disponibles	{"ud.adj": 1.0}
disposant	{"ud.verb": 1.0}
dispose	{"ud.verb": 1.0}
disposent	{"ud.verb": 1.0}
dispositif	{"ud.noun": 1.0}
dispositifs	{"ud.noun": 1.0}
disposition	{"ud.noun": 1.0}
dispositions	{"ud.noun": 1.0}
disputa	{"ud.verb": 1.0}
dispute	{"ud.verb": 0.7692307692307693, "ud.noun": 0.23076923076923078}
disputer	{"ud.verb": 1.0}
disputé	{"ud.verb": 1.0}
disputée	{"ud.adj": 0.25, "ud.verb": 0.75}
disque	{"ud.propn": 0.07142857142857142, "ud.noun": 0.9285714285714286}
disques	{"ud.noun": 1.0}
dissolution	{"ud.noun": 1.0}
dissoudre	{"ud.verb": 1.0}
dissoute	{"ud.verb": 1.0}
distance	{"ud.noun": 1.0}
distinction	{"ud.noun": 1.0}
distingue	{"ud.verb": 1.0}
distinguent	{"ud.verb": 1.0}
distinguer	{"ud.verb": 1.0}
distribuer	{"ud.verb": 1.0}
distribution	{"ud.noun": 1.0}
distribué	{"ud.verb": 1.0}
distribuée	{"ud.verb": 1.0}
district	{"ud.noun": 0.972972972972973, "ud.propn": 0.02702702702702703}
districts	{"ud.noun": 1.0}
dit	{"ud.verb": 1.0}
dite	{"ud.verb": 1.0}
dites	{"ud.verb": 1.0}
dits	{"ud.verb": 1.0}
divers	{"ud.adj": 0.5172413793103449, "ud.det": 0.4827586206896552}
diverses	{"ud.adj": 0.5652173913043478, "ud.det": 0.43478260869565216}
diversité	{"ud.noun": 1.0}
divertissement	{"ud.noun": 1.0}
divin	{"ud.adj": 0.6666666666666666, "ud.noun": 0.3333333333333333}
divine	{"ud.adj": 0.75, "ud.propn": 0.25}
divinités	{"ud.noun": 1.0}
division	{"ud.noun": 0.9710144927536232, "ud.propn": 0.014492753623188406, "ud.x": 0.014492753623188406}
divisions	{"ud.noun": 1.0}
divisé	{"ud.verb": 1.0}
divorce	{"ud.noun": 0.6666666666666666, "ud.verb": 0.3333333333333333}
dix	{"ud.num": 1.0}
dix-sept	{"ud.num": 1.0}
dizaine	{"ud.noun": 1.0}
dizaines	{"ud.noun": 1.0}
dj	{"ud.noun": 0.7142857142857143, "ud.x": 0.14285714285714285, "ud.propn": 0.14285714285714285}
djibouti	{"ud.propn": 1.0}
do	{"ud.adp": 0.6363636363636364, "ud.x": 0.36363636363636365}
doc	{"ud.propn": 1.0}
docteur	{"ud.noun": 0.8636363636363636, "ud.propn": 0.13636363636363635}
doctorat	{"ud.noun": 1.0}
doctrine	{"ud.noun": 0.7777777777777778, "ud.propn": 0.2222222222222222}
document	{"ud.noun": 1.0}
documentaire	{"ud.noun": 0.625, "ud.propn": 0.125, "ud.adj": 0.25}
documentaires	{"ud.noun": 1.0}
documentation	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
documents	{"ud.noun": 1.0}
doge	{"ud.noun": 1.0}
dogme	{"ud.noun": 1.0}
doigts	{"ud.noun": 1.0}
dois	{"ud.verb": 1.0}
doit	{"ud.verb": 1.0}
doivent	{"ud.verb": 1.0}
dollar	{"ud.noun": 1.0}
dollars	{"ud.noun": 1.0}
dom	{"ud.propn": 0.8888888888888888, "ud.noun": 0.1111111111111111}
domaine	{"ud.noun": 1.0}
domaines	{"ud.noun": 1.0}
domestique	{"ud.adj": 0.6, "ud.noun": 0.4}
domestiques	{"ud.adj": 0.9, "ud.noun": 0.1}
dometaia	{"ud.propn": 0.6666666666666666, "ud.x": 0.3333333333333333}
domicile	{"ud.noun": 1.0}
dominant	{"ud.verb": 1.0}
dominante	{"ud.noun": 0.16666666666666666, "ud.adj": 0.8333333333333334}
dominantes	{"ud.adj": 0.8333333333333334, "ud.noun": 0.16666666666666666}
domination	{"ud.noun": 1.0}
domine	{"ud.verb": 0.875, "ud.x": 0.125}
dominent	{"ud.verb": 1.0}
dominer	{"ud.verb": 1.0}
domingo	{"ud.propn": 1.0}
dominique	{"ud.propn": 1.0}
dominé	{"ud.verb": 1.0}
dominés	{"ud.verb": 1.0}
dommage	{"ud.adj": 0.18181818181818182, "ud.intj": 0.5454545454545454, "ud.noun": 0.2727272727272727}
don	{"ud.noun": 0.375, "ud.propn": 0.625}
donald	{"ud.propn": 1.0}
donc	{"ud.adv": 0.9393939393939394, "ud.cconj": 0.06060606060606061}
donjon	{"ud.noun": 0.6, "ud.propn": 0.4}
donna	{"ud.verb": 1.0}
donnait	{"ud.verb": 1.0}
donnant	{"ud.verb": 1.0}
donne	{"ud.verb": 0.9310344827586207, "ud.noun": 0.06896551724137931}
donnent	{"ud.verb": 1.0}
donner	{"ud.verb": 1.0}
donné	{"ud.verb": 1.0}
donnée	{"ud.verb": 0.875, "ud.noun": 0.125}
données	{"ud.noun": 0.9696969696969697, "ud.verb": 0.030303030303030304}
donnés	{"ud.verb": 1.0}
dons	{"ud.noun": 1.0}
dont	{"ud.pron": 1.0}
dordogne	{"ud.propn": 1.0}
dormir	{"ud.verb": 1.0}
dortmund	{"ud.propn": 1.0}
doré	{"ud.adj": 0.6666666666666666, "ud.verb": 0.16666666666666666, "ud.propn": 0.16666666666666666}
dos	{"ud.noun": 0.8888888888888888, "ud.x": 0.1111111111111111}
dose	{"ud.noun": 1.0}
dossier	{"ud.noun": 1.0}
dossiers	{"ud.noun": 1.0}
doté	{"ud.verb": 1.0}
dotée	{"ud.verb": 1.0}
douai	{"ud.propn": 1.0}
double	{"ud.verb": 0.14705882352941177, "ud.noun": 0.23529411764705882, "ud.adj": 0.6176470588235294}
doublé	{"ud.verb": 0.5, "ud.noun": 0.5}
doublée	{"ud.verb": 1.0}
doubs	{"ud.propn": 1.0}
douce	{"ud.adj": 1.0}
douche	{"ud.noun": 1.0}
douleur	{"ud.noun": 1.0}
douleurs	{"ud.noun": 1.0}
doute	{"ud.noun": 1.0}
douter	{"ud.verb": 1.0}
doutes	{"ud.noun": 1.0}
douteux	{"ud.adj": 1.0}
doux	{"ud.adj": 1.0}
douzaine	{"ud.noun": 1.0}
douze	{"ud.num": 0.9285714285714286, "ud.noun": 0.07142857142857142}
doué	{"ud.verb": 0.3333333333333333, "ud.adj": 0.6666666666666666}
douée	{"ud.verb": 0.3333333333333333, "ud.adj": 0.6666666666666666}
dow	{"ud.propn": 1.0}
down	{"ud.propn": 1.0}
doyen	{"ud.noun": 1.0}
dr	{"ud.adp": 0.2, "ud.noun": 0.4, "ud.propn": 0.4}
dr.	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
dracula	{"ud.propn": 1.0}
draft	{"ud.noun": 1.0}
dragon	{"ud.propn": 0.2857142857142857, "ud.noun": 0.5714285714285714, "ud.x": 0.14285714285714285}
dragons	{"ud.propn": 0.42857142857142855, "ud.noun": 0.5714285714285714}
dramatique	{"ud.adj": 1.0}
dramatiques	{"ud.adj": 1.0}
dramaturge	{"ud.noun": 1.0}
drame	{"ud.noun": 1.0}
drapeau	{"ud.noun": 1.0}
dreadnought	{"ud.noun": 1.0}
dream	{"ud.x": 0.6, "ud.propn": 0.4}
dresse	{"ud.verb": 1.0}
driver	{"ud.noun": 1.0}
drogue	{"ud.noun": 1.0}
droit	{"ud.adv": 0.008695652173913044, "ud.noun": 0.8521739130434782, "ud.adj": 0.10434782608695652, "ud.propn": 0.034782608695652174}
droite	{"ud.noun": 0.6190476190476191, "ud.adj": 0.35714285714285715, "ud.propn": 0.023809523809523808}
droits	{"ud.noun": 0.9882352941176471, "ud.adj": 0.011764705882352941}
drôle	{"ud.adj": 1.0}
du	{"ud._": 0.977364185110664, "ud.det": 0.021629778672032193, "ud.verb": 0.0007545271629778672, "ud.adp": 0.00025150905432595576}
duc	{"ud.propn": 0.03333333333333333, "ud.noun": 0.9666666666666667}
duché	{"ud.noun": 0.75, "ud.propn": 0.25}
ducs	{"ud.noun": 1.0}
due	{"ud.verb": 1.0}
duke	{"ud.propn": 0.75, "ud.x": 0.25}
dunkerque	{"ud.propn": 1.0}
duo	{"ud.noun": 1.0}
dupe	{"ud.adj": 0.5, "ud.noun": 0.25, "ud.verb": 0.25}
duquel	{"ud._": 1.0}
dur	{"ud.adj": 0.9, "ud.adv": 0.1}
durable	{"ud.adj": 0.9411764705882353, "ud.noun": 0.058823529411764705}
durablement	{"ud.adv": 1.0}
durance	{"ud.propn": 1.0}
durant	{"ud.adp": 0.9831932773109243, "ud.verb": 0.008403361344537815, "ud.adv": 0.008403361344537815}
dure	{"ud.verb": 0.5384615384615384, "ud.adj": 0.46153846153846156}
durent	{"ud.verb": 1.0}
durera	{"ud.verb": 1.0}
duré	{"ud.verb": 1.0}
durée	{"ud.noun": 1.0}
dut	{"ud.verb": 1.0}
dvd	{"ud.noun": 0.8888888888888888, "ud.propn": 0.1111111111111111}
dylan	{"ud.propn": 1.0}
dynamique	{"ud.adj": 0.5833333333333334, "ud.noun": 0.4166666666666667}
dynastie	{"ud.noun": 1.0}
dynastor	{"ud.propn": 0.6666666666666666, "ud.x": 0.3333333333333333}
dès	{"ud.adp": 1.0}
débarquement	{"ud.noun": 1.0}
débarquent	{"ud.verb": 1.0}
débarquer	{"ud.verb": 1.0}
débarrasser	{"ud.verb": 1.0}
débat	{"ud.noun": 1.0}
débats	{"ud.noun": 1.0}
débit	{"ud.noun": 1.0}
débris	{"ud.noun": 1.0}
début	{"ud.noun": 0.9818181818181818, "ud.adv": 0.00909090909090909, "ud.adp": 0.00909090909090909}
débuta	{"ud.verb": 1.0}
débute	{"ud.verb": 1.0}
débuter	{"ud.verb": 1.0}
débuts	{"ud.noun": 1.0}
débuté	{"ud.verb": 1.0}
décalage	{"ud.noun": 1.0}
décembre	{"ud.noun": 1.0}
décennie	{"ud.noun": 1.0}
décennies	{"ud.noun": 1.0}
déception	{"ud.noun": 1.0}
décerné	{"ud.verb": 1.0}
décernés	{"ud.verb": 1.0}
décevant	{"ud.adj": 1.0}
déchets	{"ud.noun": 1.0}
décida	{"ud.verb": 1.0}
décide	{"ud.verb": 1.0}
décident	{"ud.verb": 1.0}
décider	{"ud.verb": 1.0}
décidé	{"ud.verb": 1.0}
décisif	{"ud.adj": 1.0}
décision	{"ud.noun": 1.0}
décisions	{"ud.noun": 1.0}
décisive	{"ud.adj": 1.0}
déclarant	{"ud.verb": 0.6666666666666666, "ud.noun": 0.3333333333333333}
déclaration	{"ud.noun": 0.7692307692307693, "ud.propn": 0.23076923076923078}
déclarations	{"ud.noun": 1.0}
déclare	{"ud.verb": 1.0}
déclarer	{"ud.verb": 1.0}
déclaré	{"ud.verb": 0.9705882352941176, "ud.adj": 0.029411764705882353}
déclenchement	{"ud.noun": 1.0}
déclenché	{"ud.verb": 1.0}
déclin	{"ud.noun": 1.0}
décliner	{"ud.verb": 1.0}
décolonisation	{"ud.noun": 1.0}
décompose	{"ud.verb": 1.0}
décomposition	{"ud.noun": 1.0}
décor	{"ud.noun": 1.0}
décoration	{"ud.noun": 1.0}
décorations	{"ud.noun": 1.0}
décors	{"ud.noun": 1.0}
décoré	{"ud.verb": 1.0}
décorée	{"ud.verb": 1.0}
découpage	{"ud.noun": 1.0}
découvert	{"ud.verb": 0.9285714285714286, "ud.adj": 0.07142857142857142}
découverte	{"ud.verb": 0.23809523809523808, "ud.noun": 0.7619047619047619}
découvertes	{"ud.noun": 0.6, "ud.verb": 0.4}
découverts	{"ud.verb": 1.0}
découvre	{"ud.verb": 1.0}
découvrent	{"ud.verb": 1.0}
découvrir	{"ud.verb": 1.0}
découvrit	{"ud.verb": 1.0}
décret	{"ud.noun": 1.0}
décrire	{"ud.verb": 1.0}
décrit	{"ud.verb": 1.0}
décrite	{"ud.verb": 1.0}
décrits	{"ud.verb": 1.0}
décrivant	{"ud.verb": 1.0}
décroche	{"ud.verb": 1.0}
décède	{"ud.verb": 1.0}
décès	{"ud.noun": 1.0}
décédé	{"ud.verb": 1.0}
décédée	{"ud.verb": 1.0}
dédicace	{"ud.noun": 1.0}
dédié	{"ud.verb": 1.0}
dédiée	{"ud.verb": 1.0}
dédiées	{"ud.verb": 1.0}
déesse	{"ud.noun": 1.0}
défaite	{"ud.noun": 1.0}
défaites	{"ud.noun": 1.0}
défaut	{"ud.noun": 1.0}
défend	{"ud.verb": 1.0}
défendait	{"ud.verb": 1.0}
défendent	{"ud.verb": 1.0}
défendre	{"ud.verb": 1.0}
défense	{"ud.propn": 0.10869565217391304, "ud.noun": 0.8913043478260869}
défenseur	{"ud.noun": 1.0}
défenseurs	{"ud.noun": 0.8571428571428571, "ud.propn": 0.14285714285714285}
défensif	{"ud.adj": 1.0}
défensive	{"ud.noun": 0.3333333333333333, "ud.adj": 0.6666666666666666}
défi	{"ud.noun": 0.75, "ud.propn": 0.25}
déficit	{"ud.noun": 1.0}
défilé	{"ud.noun": 1.0}
défini	{"ud.verb": 1.0}
définie	{"ud.verb": 0.875, "ud.adj": 0.125}
définies	{"ud.verb": 1.0}
définir	{"ud.verb": 1.0}
définis	{"ud.verb": 1.0}
définit	{"ud.verb": 1.0}
définitif	{"ud.adj": 1.0}
définition	{"ud.noun": 1.0}
définitive	{"ud.adj": 1.0}
définitivement	{"ud.adv": 1.0}
déformation	{"ud.noun": 1.0}
défunt	{"ud.noun": 0.5714285714285714, "ud.adj": 0.42857142857142855}
dégager	{"ud.verb": 1.0}
dégagé	{"ud.verb": 1.0}
dégradation	{"ud.noun": 1.0}
dégrader	{"ud.verb": 1.0}
dégradé	{"ud.verb": 0.6666666666666666, "ud.noun": 0.3333333333333333}
déguste	{"ud.verb": 1.0}
déguster	{"ud.verb": 1.0}
dégâts	{"ud.noun": 1.0}
déjeuner	{"ud.propn": 0.25, "ud.verb": 0.25, "ud.noun": 0.5}
déjà	{"ud.adv": 1.0}
délai	{"ud.noun": 1.0}
délais	{"ud.noun": 1.0}
délibérément	{"ud.adv": 1.0}
délicate	{"ud.adj": 1.0}
délicieux	{"ud.adj": 1.0}
délinquants	{"ud.adj": 0.3333333333333333, "ud.noun": 0.6666666666666666}
délivre	{"ud.verb": 1.0}
délivrer	{"ud.verb": 1.0}
délivré	{"ud.verb": 1.0}
délégation	{"ud.noun": 1.0}
délégué	{"ud.verb": 0.25, "ud.noun": 0.5, "ud.adj": 0.25}
délégués	{"ud.verb": 0.2857142857142857, "ud.noun": 0.7142857142857143}
démantèlement	{"ud.noun": 1.0}
démarche	{"ud.noun": 1.0}
démarches	{"ud.noun": 1.0}
démarrage	{"ud.noun": 1.0}
démarre	{"ud.verb": 1.0}
démission	{"ud.noun": 1.0}
démissionne	{"ud.verb": 1.0}
démocrate	{"ud.adj": 0.7777777777777778, "ud.noun": 0.2222222222222222}
démocrates	{"ud.noun": 0.75, "ud.adj": 0.25}
démocratie	{"ud.noun": 1.0}
démocratique	{"ud.adj": 0.9090909090909091, "ud.propn": 0.09090909090909091}
démocratiques	{"ud.adj": 1.0}
démographie	{"ud.noun": 1.0}
démographique	{"ud.adj": 1.0}
démon	{"ud.noun": 1.0}
démontre	{"ud.verb": 1.0}
démontrer	{"ud.verb": 1.0}
démontré	{"ud.verb": 1.0}
déménage	{"ud.verb": 1.0}
dénomination	{"ud.noun": 1.0}
dénommé	{"ud.verb": 1.0}
dénonce	{"ud.verb": 1.0}
dénoncer	{"ud.verb": 1.0}
dénoncé	{"ud.verb": 1.0}
départ	{"ud.noun": 1.0}
département	{"ud.noun": 1.0}
départemental	{"ud.adj": 1.0}
départements	{"ud.noun": 1.0}
départs	{"ud.noun": 1.0}
dépasse	{"ud.verb": 1.0}
dépasser	{"ud.verb": 1.0}
dépend	{"ud.verb": 1.0}
dépendait	{"ud.verb": 1.0}
dépendance	{"ud.noun": 1.0}
dépendant	{"ud.verb": 1.0}
dépendent	{"ud.verb": 1.0}
dépenses	{"ud.noun": 1.0}
dépit	{"ud.noun": 1.0}
déplacement	{"ud.noun": 1.0}
déplacements	{"ud.noun": 1.0}
déplacée	{"ud.verb": 1.0}
déportation	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
déporté	{"ud.verb": 1.0}
déportés	{"ud.noun": 0.6, "ud.verb": 0.2, "ud.adj": 0.2}
dépose	{"ud.verb": 0.8333333333333334, "ud.noun": 0.16666666666666666}
déposer	{"ud.verb": 1.0}
dépositaire	{"ud.noun": 0.6666666666666666, "ud.adj": 0.3333333333333333}
déposé	{"ud.verb": 1.0}
déposée	{"ud.verb": 1.0}
déposés	{"ud.verb": 1.0}
dépourvue	{"ud.verb": 1.0}
dépression	{"ud.noun": 1.0}
député	{"ud.noun": 1.0}
députée	{"ud.noun": 1.0}
députés	{"ud.noun": 1.0}
dépôt	{"ud.noun": 1.0}
dépôts	{"ud.noun": 0.8, "ud.propn": 0.2}
dérive	{"ud.verb": 0.5, "ud.noun": 0.5}
dérivé	{"ud.verb": 0.6666666666666666, "ud.noun": 0.3333333333333333}
dérivée	{"ud.verb": 0.3333333333333333, "ud.noun": 0.6666666666666666}
dérivés	{"ud.adj": 0.14285714285714285, "ud.noun": 0.5714285714285714, "ud.verb": 0.2857142857142857}
déroula	{"ud.verb": 1.0}
déroule	{"ud.verb": 1.0}
déroulement	{"ud.noun": 1.0}
déroulent	{"ud.verb": 1.0}
dérouler	{"ud.verb": 1.0}
déroulé	{"ud.verb": 1.0}
déroulée	{"ud.verb": 1.0}
déroulées	{"ud.verb": 1.0}
déroulés	{"ud.verb": 1.0}
déroute	{"ud.noun": 1.0}
désaffecté	{"ud.adj": 0.3333333333333333, "ud.verb": 0.6666666666666666}
désagréable	{"ud.adj": 1.0}
désert	{"ud.propn": 0.2222222222222222, "ud.noun": 0.7777777777777778}
désigna	{"ud.verb": 1.0}
désignation	{"ud.noun": 1.0}
désigne	{"ud.verb": 1.0}
désigner	{"ud.verb": 1.0}
désigné	{"ud.verb": 1.0}
désignée	{"ud.verb": 1.0}
désignés	{"ud.verb": 1.0}
désir	{"ud.noun": 0.9, "ud.propn": 0.1}
désirant	{"ud.verb": 1.0}
désireux	{"ud.adj": 1.0}
désormais	{"ud.adv": 1.0}
déstabiliser	{"ud.verb": 1.0}
détachement	{"ud.noun": 1.0}
détaillés	{"ud.verb": 0.42857142857142855, "ud.adj": 0.5714285714285714}
détails	{"ud.noun": 1.0}
détente	{"ud.noun": 1.0}
détention	{"ud.noun": 1.0}
détenus	{"ud.noun": 0.5714285714285714, "ud.verb": 0.42857142857142855}
détermination	{"ud.noun": 1.0}
détermine	{"ud.verb": 1.0}
déterminer	{"ud.verb": 1.0}
déterminé	{"ud.verb": 0.8, "ud.adj": 0.2}
déterminée	{"ud.verb": 1.0}
détient	{"ud.verb": 1.0}
détresse	{"ud.noun": 1.0}
détroit	{"ud.noun": 0.8333333333333334, "ud.propn": 0.16666666666666666}
détruire	{"ud.verb": 1.0}
détruit	{"ud.verb": 1.0}
détruite	{"ud.verb": 1.0}
détruits	{"ud.verb": 1.0}
détérioration	{"ud.noun": 1.0}
développa	{"ud.verb": 1.0}
développe	{"ud.verb": 1.0}
développement	{"ud.noun": 1.0}
développements	{"ud.noun": 1.0}
développent	{"ud.verb": 1.0}
développer	{"ud.verb": 1.0}
développé	{"ud.verb": 1.0}
développée	{"ud.verb": 1.0}
développées	{"ud.verb": 1.0}
développés	{"ud.adj": 0.2, "ud.verb": 0.8}
déçu	{"ud.verb": 0.6666666666666666, "ud.adj": 0.3333333333333333}
dîner	{"ud.noun": 1.0}
dôme	{"ud.noun": 1.0}
dû	{"ud.verb": 1.0}
düsseldorf	{"ud.propn": 1.0}
e	{"ud.x": 0.2222222222222222, "ud.cconj": 0.3333333333333333, "ud.noun": 0.3333333333333333, "ud.sym": 0.1111111111111111}
e.	{"ud.x": 0.3333333333333333, "ud.propn": 0.6666666666666666}
eau	{"ud.noun": 0.9910714285714286, "ud.propn": 0.008928571428571428}
eaux	{"ud.noun": 1.0}
ecclésiastique	{"ud.noun": 0.3333333333333333, "ud.adj": 0.6666666666666666}
echl	{"ud.propn": 1.0}
economie	{"ud.noun": 1.0}
ed	{"ud.propn": 0.75, "ud.cconj": 0.25}
eddie	{"ud.propn": 1.0}
eddy	{"ud.propn": 1.0}
edf	{"ud.propn": 1.0}
edgar	{"ud.propn": 1.0}
edmond	{"ud.propn": 1.0}
edo	{"ud.propn": 1.0}
edouard	{"ud.propn": 1.0}
edward	{"ud.propn": 1.0}
edwards	{"ud.propn": 1.0}
edwin	{"ud.propn": 1.0}
effectif	{"ud.noun": 0.8333333333333334, "ud.adj": 0.16666666666666666}
effective	{"ud.adj": 1.0}
effectivement	{"ud.adv": 1.0}
effectuait	{"ud.verb": 1.0}
effectue	{"ud.verb": 1.0}
effectuent	{"ud.verb": 1.0}
effectuer	{"ud.verb": 1.0}
effectué	{"ud.verb": 1.0}
effectuée	{"ud.verb": 1.0}
effectuées	{"ud.verb": 1.0}
effectués	{"ud.verb": 1.0}
effet	{"ud.noun": 1.0}
effets	{"ud.noun": 1.0}
efficace	{"ud.adj": 1.0}
efficaces	{"ud.adj": 1.0}
efficacité	{"ud.noun": 1.0}
effondrement	{"ud.noun": 1.0}
effort	{"ud.noun": 1.0}
efforts	{"ud.noun": 1.0}
eglise	{"ud.propn": 0.5714285714285714, "ud.noun": 0.42857142857142855}
egypte	{"ud.propn": 1.0}
eiffel	{"ud.propn": 1.0}
el	{"ud.propn": 0.8571428571428571, "ud.x": 0.10714285714285714, "ud.det": 0.03571428571428571}
elie	{"ud.propn": 1.0}
elizabeth	{"ud.propn": 1.0}
elle	{"ud.pron": 0.9988221436984688, "ud.propn": 0.001177856301531213}
elle-même	{"ud.pron": 1.0}
ellen	{"ud.propn": 1.0}
elles	{"ud.pron": 1.0}
elles-mêmes	{"ud.pron": 1.0}
elysée	{"ud.propn": 1.0}
emaki	{"ud.x": 0.3333333333333333, "ud.noun": 0.6666666666666666}
emballage	{"ud.noun": 1.0}
embarquer	{"ud.verb": 1.0}
emblème	{"ud.noun": 1.0}
emblée	{"ud.adv": 0.3333333333333333, "ud.noun": 0.6666666666666666}
emmanuel	{"ud.propn": 1.0}
emmener	{"ud.verb": 1.0}
emmené	{"ud.verb": 1.0}
emmenée	{"ud.verb": 1.0}
empare	{"ud.verb": 1.0}
emparer	{"ud.verb": 1.0}
emparé	{"ud.verb": 1.0}
empereur	{"ud.noun": 0.8, "ud.propn": 0.2}
empire	{"ud.noun": 1.0}
emplacement	{"ud.noun": 1.0}
emplacements	{"ud.noun": 1.0}
emploi	{"ud.noun": 0.9523809523809523, "ud.propn": 0.047619047619047616}
emploie	{"ud.verb": 1.0}
emplois	{"ud.noun": 1.0}
employeur	{"ud.noun": 1.0}
employé	{"ud.verb": 0.875, "ud.noun": 0.125}
employés	{"ud.verb": 0.2727272727272727, "ud.noun": 0.7272727272727273}
emporos	{"ud.noun": 0.6666666666666666, "ud.x": 0.3333333333333333}
emporte	{"ud.verb": 1.0}
emprise	{"ud.noun": 1.0}
emprisonné	{"ud.verb": 1.0}
emprisonnés	{"ud.verb": 1.0}
emprunt	{"ud.noun": 1.0}
empruntant	{"ud.verb": 1.0}
emprunte	{"ud.verb": 1.0}
empêchant	{"ud.verb": 1.0}
empêche	{"ud.verb": 1.0}
empêcher	{"ud.verb": 1.0}
empêché	{"ud.verb": 1.0}
en	{"ud.adp": 0.9550930996714129, "ud.pron": 0.044906900328587074}
encadrement	{"ud.noun": 1.0}
encadrer	{"ud.verb": 1.0}
encadrée	{"ud.verb": 1.0}
enceinte	{"ud.noun": 0.7894736842105263, "ud.adj": 0.21052631578947367}
encerclement	{"ud.noun": 1.0}
enchantée	{"ud.adj": 0.6666666666666666, "ud.verb": 0.3333333333333333}
enclave	{"ud.noun": 1.0}
encoche	{"ud.noun": 1.0}
encontre	{"ud.noun": 1.0}
encore	{"ud.adv": 1.0}
encourager	{"ud.verb": 1.0}
encouragé	{"ud.verb": 1.0}
encouragée	{"ud.verb": 1.0}
encre	{"ud.noun": 1.0}
end	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
endommagés	{"ud.verb": 1.0}
endort	{"ud.verb": 1.0}
endroit	{"ud.noun": 1.0}
endroits	{"ud.noun": 1.0}
endurance	{"ud.noun": 1.0}
